environment_seed,outcome,success,soldier_caught,unsafe_intercept,timeout,total_steps,detection_step,detection_time_seconds,post_detection_steps,intercept_step,intercept_time_seconds,min_enemy_soldier_dist,physical_limit_violations,mean_tracking_error,final_tracking_error,tracking_rmse,n_tracking_samples,optimizer_fallback_count,measurement_fallback_count,lead_init_count,pursuit_init_count,n_policy_calls,n_post_detection_decisions,instance_id,instance_name,family,training_seed
77925,intercepted,1,0,0,0,34,29,14.5,5,34.0,17.0,10.925166130065918,0,1.0395072648922603,1.095909833908081,1.1197676410714605,6,0,0,4,1,34,5,rmpc,rmpc,RMPC,
77926,intercepted,1,0,0,0,82,17,8.5,65,82.0,41.0,8.432268142700195,0,1.1148678276574973,1.5998483896255493,1.2166887982746433,66,0,0,64,1,82,65,rmpc,rmpc,RMPC,
77927,intercepted,1,0,0,0,11,9,4.5,2,11.0,5.5,3.53853440284729,0,1.4809383153915405,1.1915152072906494,1.6033769522596768,3,0,0,1,1,11,2,rmpc,rmpc,RMPC,
77928,soldier_caught,0,1,0,0,140,10,5.0,130,,,1.1724525690078735,0,1.1872702624279123,2.645052671432495,1.2798582254566722,131,0,0,129,1,140,130,rmpc,rmpc,RMPC,
77929,intercepted,1,0,0,0,54,9,4.5,45,54.0,27.0,9.119306564331055,0,1.0870479999676994,1.591891884803772,1.1779986442565187,46,0,0,44,1,54,45,rmpc,rmpc,RMPC,
77930,intercepted,1,0,0,0,660,17,8.5,643,660.0,330.0,3.67244029045105,0,1.1236703090763056,0.6577886343002319,1.2183369360050869,644,0,0,642,1,660,643,rmpc,rmpc,RMPC,
77931,intercepted,1,0,0,0,467,10,5.0,457,467.0,233.5,3.5118942260742188,0,1.1591588378147788,0.6399424076080322,1.2545935566770046,458,0,0,456,1,467,457,rmpc,rmpc,RMPC,
77932,intercepted,1,0,0,0,14,12,6.0,2,14.0,7.0,4.652917385101318,0,1.2629983226458232,1.44899320602417,1.2896460320020344,3,0,0,1,1,14,2,rmpc,rmpc,RMPC,
77933,soldier_caught,0,1,0,0,36,14,7.0,22,,,1.6561284065246582,0,1.1528208618578704,1.1840050220489502,1.2511686708632839,23,0,0,21,1,36,22,rmpc,rmpc,RMPC,
77934,intercepted,1,0,0,0,565,15,7.5,550,565.0,282.5,3.850933790206909,0,1.1040244300709445,0.6729282736778259,1.1907189386104122,551,0,0,549,1,565,550,rmpc,rmpc,RMPC,
