environment_seed,outcome,success,soldier_caught,unsafe_intercept,timeout,total_steps,detection_step,detection_time_seconds,post_detection_steps,intercept_step,intercept_time_seconds,min_enemy_soldier_dist,physical_limit_violations,mean_tracking_error,final_tracking_error,tracking_rmse,n_tracking_samples,optimizer_fallback_count,measurement_fallback_count,lead_init_count,pursuit_init_count,n_policy_calls,n_post_detection_decisions,instance_id,instance_name,family,training_seed
77867,intercepted,1,0,0,0,81,16,8.0,65,81.0,40.5,2.564822196960449,0,1.169523990967057,0.8016115427017212,1.2642281884593818,66,0,0,64,1,81,65,rmpc,rmpc,RMPC,
77868,intercepted,1,0,0,0,219,15,7.5,204,219.0,109.5,2.5159549713134766,0,1.124202161663916,1.0095806121826172,1.222196687715228,205,0,0,203,1,219,204,rmpc,rmpc,RMPC,
77869,intercepted,1,0,0,0,21,18,9.0,3,21.0,10.5,8.001121520996094,0,1.0693721026182175,0.9083297252655029,1.1690296190547373,4,0,0,2,1,21,3,rmpc,rmpc,RMPC,
77870,intercepted,1,0,0,0,334,23,11.5,311,334.0,167.0,3.4192183017730713,0,1.1357885292993906,0.27469101548194885,1.230447029497078,312,0,0,310,1,334,311,rmpc,rmpc,RMPC,
77871,soldier_caught,0,1,0,0,106,14,7.0,92,,,1.6867884397506714,0,1.11979075208787,0.7164686918258667,1.2140512721404806,93,0,0,91,1,106,92,rmpc,rmpc,RMPC,
77872,intercepted,1,0,0,0,32,18,9.0,14,32.0,16.0,5.5087361335754395,0,1.1415754596392313,0.6280423998832703,1.2194064795507793,15,0,0,13,1,32,14,rmpc,rmpc,RMPC,
77873,soldier_caught,0,1,0,0,119,16,8.0,103,,,1.3680411577224731,0,1.1719982022276292,1.369795560836792,1.257325427840442,104,0,0,102,1,119,103,rmpc,rmpc,RMPC,
77874,intercepted,1,0,0,0,42,14,7.0,28,42.0,21.0,3.659435987472534,0,1.1653713553116238,1.9616535902023315,1.2559783195065208,29,0,0,27,1,42,28,rmpc,rmpc,RMPC,
77875,soldier_caught,0,1,0,0,31,14,7.0,17,,,1.8612059354782104,0,1.1017639372083876,1.3469009399414062,1.2115278022556395,18,0,0,16,1,31,17,rmpc,rmpc,RMPC,
77876,soldier_caught,0,1,0,0,88,19,9.5,69,,,1.9962347745895386,0,1.152904229078974,0.4662322402000427,1.277677120372754,70,0,0,68,1,88,69,rmpc,rmpc,RMPC,
